Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
negative regulation of transcription by RNA polymerase II (GO:0000122)	77/684	9.100611314793541E-24	2.984173182950937E-21	0	0	4.522671926824617	239.94448251288983	RB1;TCERG1;RIF1;THRA;EHMT2;CTCF;RBPJ;CDC73;MECP2;YY1;ZFP36;KAT5;CCND1;SIN3A;MYC;C1QBP;SUFU;MYB;SOX9;MEN1;MED1;ATRX;PAX6;RUNX3;ZHX1;SREBF2;HCFC1;SAP30;EID1;SFPQ;TRAF6;DDIT3;TRIB3;TP53;FBP1;ATF3;HDAC2;HDAC3;SATB1;PSEN1;NR2C2;HDAC9;NR2C1;ATXN1;HSF1;UBC;NRIP1;ZNF746;HIVEP1;HES1;E4F1;TBL1X;MTA2;RPS27A;SKIL;E2F6;SMAD2;SPEN;SMAD4;SMAD3;SMURF2;CBX4;VDR;NR1H2;PLK1;STAT3;MBD2;NR1D2;ESR1;ACVR2B;NFKB1;SMARCA4;SKI;SNW1;MDM2;TRIM37;TCF3
regulation of intracellular signal transduction (GO:1902531)	60/437	4.976254775063007E-23	1.4957792478043554E-20	0	0	5.564148073022312	285.7455978625797	EHMT2;ITSN1;ARAF;PTEN;BRCA1;ARHGAP5;KAT5;CHEK2;MCF2L;CPNE1;RAC2;PIP4K2C;RFC5;ARHGEF11;PRMT5;USP7;CSNK2A2;TRAF1;BCR;TIAM1;CEACAM1;TRAF6;MAPKAPK5;MAPT;SOS1;SGK1;SQSTM1;CRK;TP53;BIRC2;RHOQ;HDAC2;XIAP;PIK3R2;EGFR;WRN;RBBP4;RBBP7;A2M;MTA2;MAP4K4;MBD3;TAF12;TAF10;RPA1;RPA2;PTPN13;MAPK14;HIPK2;NFKBIA;RAD50;BCL3;CDK1;MDM2;TRIP10;PIN1;TAF6;NF2;TAF4;RAD9A
negative regulation of nucleic acid-templated transcription (GO:1903507)	61/464	2.1057638658152175E-22	5.842684818458069E-20	0	0	5.294421671716272	264.25620034139985	RB1;CDKN1B;THRA;CTCF;BRCA1;RBPJ;MECP2;KAT5;NKRF;SIN3A;MYB;SCMH1;SOX9;CIC;MEN1;PIAS4;RING1;FBXW11;ZHX1;RUNX2;EID1;SFPQ;DDIT3;TRAF6;IRF1;TRIB3;PLCB1;ZMYND11;CRYAB;TP53;HDAC2;HDAC3;HDAC9;ATXN1;ZNF746;HES1;SNX6;SMAD2;SPEN;HSPA8;PHC2;SMAD4;POU2F1;CBX4;SMURF2;CDKN2A;XRCC5;CBX3;VDR;MBD1;NR1H2;NONO;MBD2;NR1D2;PA2G4;SMARCA4;SNW1;COPS2;BCL3;SP3;MDM2
protein phosphorylation (GO:0006468)	62/496	1.3423201028933478E-21	3.4583918650973613E-19	0	0	4.997891407485503	240.19809836125847	APP;CCNT1;PIK3CD;ILK;PKD1;IGF1R;IKBKB;TBK1;CHEK2;RPS6KA1;PRKACA;JAK1;MAP3K5;ACVR1;MAP4K1;PRKCE;CSNK2A2;RUNX3;YWHAZ;NRBP1;CDC25B;TGFBR2;BCR;MELK;MAPKAPK5;TOP1;SGK1;PRKDC;EGFR;GRK2;IRAK1;ERBB4;MKNK1;ERBB2;MKNK2;ABL1;CSK;RIPK1;MAP4K5;MAPK6;MAP4K4;SMAD2;CSNK1A1;PLK1;EIF2AK2;BRAF;MAPK14;ACVR2B;HIPK3;HIPK2;CDK9;MAPK10;CDK7;FER;ABI2;RPS6KB1;COPS2;CDK1;PKN2;PKN1;CDK14;FGFR1
phosphorylation (GO:0016310)	53/400	9.792101123127721E-20	2.354673916741446E-17	0	0	5.280401889150981	231.12385499990953	APP;CCNT1;PIK3CD;ILK;PIK3CB;IKBKB;TBK1;CHEK2;PRKACA;JAK1;MAP3K5;ACVR1;MAP4K1;PRKCE;DGKZ;RUNX3;YWHAZ;NRBP1;CDC25B;TGFBR2;BCR;MELK;TOP1;SGK1;PRKDC;GRK2;IRAK1;MKNK1;ERBB2;MKNK2;ABL1;CSK;MAP4K5;MAPK6;MAP4K4;CSNK1A1;PLK1;STAT3;EIF2AK2;BRAF;ACVR2B;HIPK3;HIPK2;CDK9;MAPK10;CDK7;FER;COPS2;CDK1;PKN2;PKN1;CDK14;FGFR1
cellular response to cytokine stimulus (GO:0071345)	58/482	1.8756664863773216E-19	4.2284556352268747E-17	0	0	4.753161932407216	204.95706838657563	ITGB1;CD40;CDKN1B;PIK3CD;CIB1;PIK3CB;BRCA1;IKBKB;SYNCRIP;ZFP36;TBK1;CCND1;MYC;KHSRP;SOX9;PRKACA;JUNB;JAK1;HSP90AA1;ANXA1;IFNGR1;IL16;TNFRSF1B;YWHAZ;HAX1;IRF4;TRAF6;IRF1;HCLS1;IL6ST;SOS1;CRK;GAPDH;TP53;DHX9;HTRA2;IL2RG;SOCS3;BCL2L11;IRAK1;UBC;STX4;CSK;RIPK1;RPS27A;STAT5B;HSPA8;POU2F1;SMAD3;STAT3;ERBIN;PTPN13;NFKB1;CDK9;FER;CD4;AXL;PTPN2
cytokine-mediated signaling pathway (GO:0019221)	66/621	4.025876076527388E-19	8.541961769431935E-17	0	0	4.164593589872401	176.39708457074667	ITGB1;ARF1;CD40;CDKN1B;PIK3CD;ILK;PIK3CB;IKBKB;CCND1;MYC;CFL1;PRKACA;JUNB;B2M;JAK1;SKP1;HSP90AA1;ANXA1;FCER1G;IFNGR1;FBXW11;IL16;TRAF1;ACTN4;MIF;TNFRSF1B;YWHAZ;CEACAM1;PSMA1;IRF3;IRF4;TRAF6;IRF1;CANX;PLCB1;IL6ST;SOS1;SQSTM1;CRK;TP53;BIRC2;CD44;IL2RG;SOCS3;BCL2L11;IRAK1;UBC;RIPK1;STX4;TNFRSF14;CSK;PSMF1;RPS27A;CAMK2G;STAT5B;HSPA8;SMAD4;POU2F1;STAT3;NFKB1;SMARCA4;NFKBIA;CD4;FER;HNRNPA2B1;TAB2
transcription by RNA polymerase II (GO:0006366)	46/320	1.0978137841414265E-18	2.1998968441100695E-16	0	0	5.753159092692881	237.9116015354661	NOTCH3;HDAC3;CCNT1;THRA;GTF2B;TTF2;RBPJ;NR2C2;GTF2E1;PMF1;HDAC9;NR2C1;GTF2E2;CDC73;RXRB;TAF1C;TRIM24;POLR2E;E2F2;SNRPD3;ELOC;NELFCD;TBL1X;POLR2L;MED1;POU2F1;NFYA;TAF12;VDR;MBD1;NR1H2;TAF10;NR1D2;ESR1;NRBP1;NFKB1;CDK9;KAT2B;CDK7;SNW1;COPS2;SNRPG;TAF6;TRIP13;MNAT1;TAF4
DNA-templated transcription, initiation (GO:0006352)	33/168	7.01216305421571E-18	1.3312037966608456E-15	0	0	8.245611986767853	325.69248335941694	NOTCH3;HDAC3;THRA;GTF2B;RBPJ;NR2C2;GTF2E1;HDAC9;NR2C1;GTF2E2;RXRB;TAF1D;TAF1C;POLR2E;E2F2;TBL1X;POLR2L;MED1;BRF1;TAF12;VDR;NR1H2;TAF10;NR1D2;ESR1;NRBP1;CDK9;KAT2B;CDK7;SNW1;TAF6;MNAT1;TAF4
regulation of cell cycle (GO:0051726)	43/296	1.0283137602560438E-17	1.854563866621775E-15	0	0	5.799560355942592	226.8557550993401	RB1;CDKN1B;XIAP;HTRA2;BRCA1;PKD1;THBS1;RASSF1;CCND1;RBBP4;MYC;ABL1;E4F1;MYBL2;SOX9;PRKACA;JUNB;HRAS;MEN1;JUND;SMAD3;CDKN2A;CSNK2A2;PLK1;STAT3;TSC2;TSC1;MIF;RUNX3;HCFC1;HIPK2;CDK9;KAT2B;CDK7;APC;IRF1;MDM2;HBP1;TAF6;NF2;TP53;EIF4G2;BIRC2
transcription initiation from RNA polymerase II promoter (GO:0006367)	30/140	1.7659532235456674E-17	3.033234893966296E-15	0	0	9.163446309787773	353.4822869335223	NOTCH3;HDAC3;THRA;GTF2B;RBPJ;NR2C2;GTF2E1;HDAC9;NR2C1;GTF2E2;RXRB;POLR2E;E2F2;TBL1X;POLR2L;MED1;TAF12;VDR;NR1H2;TAF10;NR1D2;ESR1;NRBP1;CDK9;KAT2B;CDK7;SNW1;TAF6;MNAT1;TAF4
protein modification by small protein removal (GO:0070646)	41/276	2.6832739068091874E-17	4.3993495372094275E-15	0	0	5.937802804126828	226.5682008111568	GPS1;PTEN;COPS7A;NEDD8;BRCA1;ACTB;YY1;MYC;UBC;UFD1;RIPK1;PSMF1;RPS27A;SMAD2;USP7;SMAD4;SMAD3;SMURF2;SIAH2;TAF10;STAM;ESR1;RAD23B;HCFC1;COPS4;NFKBIA;KAT2B;KAT2A;COPS6;COPS5;PSMA1;APC;COPS2;TRAF6;TADA3;CDK1;MDM2;STAMBP;TP53;OGT;BIRC2
cellular protein modification process (GO:0006464)	84/1025	5.114806325823079E-17	8.021350616192978E-15	0	0	3.168110847707022	118.84156282008368	APP;PTPRS;CCNT1;ARAF;PTEN;PIK3CD;ILK;PRSS23;UBE2L3;IKBKB;GOLGA2;PPP1CC;TBK1;CHEK2;ELOC;PRKACA;JAK1;MAP3K5;MEN1;SKP1;RAB2A;ACVR1;MAP4K1;ANXA1;IGFBP5;FBXW7;FBXW11;PRKCE;RUNX3;YWHAZ;NRBP1;CDC25B;TGFBR2;BCR;MELK;PSMA1;SGK1;PRKDC;GPS1;COPS7A;NEDD8;RNF7;THBS1;SOCS3;GRK2;IRAK1;STC2;MKNK1;ERBB2;MKNK2;SPP1;ABL1;CSK;PSMF1;RBBP7;MAP4K5;MAPK6;MAP4K4;PTPN1;CSNK1A1;GOLM1;PLK1;EIF2AK2;BRAF;PTPN13;ACVR2B;HIPK3;HIPK2;PPP1CA;COPS4;CDK9;MAPK10;COPS6;CDK7;FER;COPS5;PTPRA;COPS2;CDK1;CPE;PKN2;PKN1;CDK14;FGFR1
positive regulation of gene expression (GO:0010628)	54/482	8.458541779731256E-17	1.2712483416454433E-14	0	0	4.351197960917587	161.03248364022247	ITK;APP;CALCOCO1;FMR1;PIK3CD;CTCF;PIK3CB;BRCA1;RBPJ;ACTB;MYC;SOX9;MED1;MAP2K2;IFNGR1;PAX6;SERPINB9;MIF;HCFC1;KAT2B;KAT2A;PLSCR1;GAPDH;TP53;DNMT1;PRKDC;PIK3R3;PSEN1;THBS1;EGFR;TAF1D;FXR2;U2AF2;TAF1C;ERBB2;MBIP;POLR2E;RIPK1;POLR2L;NPM1;GSN;SMAD3;VDR;STAT3;EIF2AK2;BRAF;MAPK14;EIF6;RPS6KB1;FUBP1;BCL3;TADA3;HNRNPD;EIF3E
regulation of signal transduction by p53 class mediator (GO:1901796)	30/156	4.1753516664973595E-16	6.02419738442239E-14	0	0	7.993197278911564	283.0564041458643	HDAC2;EHMT2;BRCA1;WRN;KAT5;RBBP4;CHEK2;RBBP7;MTA2;RFC5;MBD3;PRMT5;USP7;TAF12;TAF10;CSNK2A2;RPA1;RPA2;MAPK14;HIPK2;RAD50;CDK1;MDM2;PIN1;MAPKAPK5;TAF6;SGK1;TAF4;TP53;RAD9A
cellular response to DNA damage stimulus (GO:0006974)	44/350	1.0371641445497406E-15	1.4388657959195824E-13	0	0	4.901727357609711	169.12080011903387	TOP2A;FEN1;RIF1;PRKDC;FMR1;XPA;XIAP;HTRA2;ASH2L;CIB1;BRCA1;PSEN1;YY1;CASP9;WRN;BCL2L11;CCND1;CHEK2;MYC;ABL1;UBQLN4;MEN1;RFC5;MOAP1;NPM1;XRCC5;CBX3;RPA1;NFATC2;UBE2A;TNFRSF1B;MAPK14;RAD52;POLA1;RAD50;IRF3;APC;DDIT3;BCL3;CDK1;MNAT1;TP53;ASF1A;RAD9A
chromatin remodeling (GO:0006338)	24/103	4.040153495117698E-15	5.397345798847977E-13	0	0	10.118027062418157	335.3366482719657	RB1;KDM5A;MBD3;SMARCD1;SMARCC1;HDAC2;NPM1;SMARCB1;CBX3;SATB1;ATRX;MBD2;ESR1;ACTB;HCFC1;SMARCA4;KAT2B;KAT2A;RBBP4;MYC;MYB;SOX9;TOP1;MTA2
regulation of cell population proliferation (GO:0042127)	65/764	4.423009898532114E-14	5.697784537144763E-12	0	0	3.2256656076398564	99.1871880560033	APP;CDKN1B;PTEN;ASH2L;CIB1;CTCF;CDC73;IGF1R;MECP2;CAPNS1;MYC;SOX9;JUNB;HRAS;MEN1;PRMT1;TSC2;TSC1;CDC25B;TGFBR2;KAT2B;TIAM1;IRF1;HCLS1;STAMBP;IL6ST;SGK1;RAF1;TP53;BIRC2;HDAC2;PRKDC;XIAP;THBS1;EGFR;GNAI2;RBBP4;SERTAD1;ERBB4;LMNA;HSF1;ERBB2;HES1;STX4;STAT5B;NPM1;JUND;JUP;CDKN2A;XRCC5;VDR;STAT3;EIF2AK2;NAP1L1;UBE2A;SKI;TJP1;FER;APC;PRKRA;DLG5;MDM2;NF2;PTPN2;FGFR1
protein deubiquitination (GO:0016579)	36/267	5.2174264527326785E-14	6.489399039657508E-12	0	0	5.258368392171209	160.82292242251575	PTEN;NEDD8;BRCA1;ACTB;YY1;MYC;UBC;UFD1;RIPK1;PSMF1;RPS27A;SMAD2;USP7;SMAD4;SMAD3;SMURF2;SIAH2;TAF10;STAM;ESR1;RAD23B;HCFC1;NFKBIA;KAT2B;KAT2A;COPS5;PSMA1;APC;TRAF6;TADA3;CDK1;MDM2;STAMBP;TP53;OGT;BIRC2
MAPK cascade (GO:0000165)	38/303	1.0648679284345869E-13	1.2803262059545184E-11	0	0	4.8468431228748585	144.7788655227847	YWHAB;ARAF;PEBP1;PIK3R2;PIK3CB;IL2RG;EGFR;IKBKB;PPP1CC;NRAS;ZFP36;ERBB4;MYC;PEA15;HSF1;UBC;ERBB2;MBP;SOX9;PSMF1;RPS27A;HRAS;SKP1;JAK1;MAP4K4;MAP3K5;MEN1;MAP2K2;FBXW11;BRAF;NFKB1;PSMA1;PTPRA;RASA1;CDK1;RAF1;SOS1;FGFR1
positive regulation of DNA-binding transcription factor activity (GO:0051091)	34/246	1.283714483723817E-13	1.486581961671578E-11	0	0	5.397682886461436	160.22400047565776	APP;CD40;SMARCB1;DHX9;PTEN;CIB1;BCL10;IKBKB;IRAK1;HSF1;UBC;RIPK1;RPS27A;NPM1;SMAD3;JUP;TAF12;STAT3;EIF2AK2;TRAF1;CFLAR;ESR1;NFKB1;SMARCA4;HIPK2;NFKBIA;FER;COPS5;DDIT3;TRAF6;HCLS1;TAB2;TRIM37;TCF3
