Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of nucleic acid-templated transcription (GO:1903508)	53/511	5.644842486747977E-17	1.6837025635472828E-14	0	0	4.468176412113466	167.1687968960015	KDM5A;ING1;GLI3;IKBKB;ING5;TRIM28;CDH1;RPS6KA1;EP300;BTRC;CDK5RAP2;ARHGEF11;MAP2K2;SMARCC2;PRMT2;TFE3;NME2;AXIN1;FOS;RUNX3;TGFBR1;HCFC1;RUNX1;DNM2;NIF3L1;ELF1;IRF4;DDIT3;KMT2A;SHC1;XPC;MLLT3;EGFR;FOXO1;RXRA;SPP1;DVL3;HES1;TP53BP1;MAP2K7;SNX5;TFAP2A;NPM1;NFYA;STAT3;ESRRG;ESR1;PML;COL1A1;CD4;SP1;TADA3;HNRNPD
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	46/404	2.0819604576029357E-16	5.692426884496028E-14	0	0	4.917443826199886	177.55931497591462	CYFIP2;DDR1;GRB7;GSK3B;ROCK1;SHC1;ITSN1;PIK3R3;NEDD9;IRS2;PIK3R2;WASL;SHB;EGFR;FOXO1;ACTG1;IGF1R;CDC42;AKT2;POLR2C;GRB10;JAK2;HNRNPA1;HRAS;PAK2;APPL1;NCK1;LYN;ACTR2;RBFOX2;TNK2;STAT3;GAB1;AP2B1;GTF2F2;COL1A1;TIAM1;CNKSR1;CD4;AXL;ABI1;MAPKAPK2;SOS1;CRK;RHOQ;FGFR1
negative regulation of programmed cell death (GO:0043069)	44/381	5.711707296743756E-16	1.441547049278174E-13	0	0	4.9822728430379595	174.87201483069063	GSK3B;HDAC3;SHC1;HSPB1;NOL3;EGFR;FOXO1;IGF1R;IKBKB;RPS6KA3;CCND2;IRAK1;AKT2;RPS6KA1;CFL1;BAG1;CASP2;RPS27A;PAK2;BARD1;TFAP2A;BNIP3L;NPM1;CBX4;HSPA5;RIPK2;PLK1;NME2;SERPINB9;YWHAZ;NFKBIA;DNAJA1;DAB2;HNRNPK;COPS5;SON;AXL;TRAF6;ERCC5;UBA52;CRYAB;CD44;HSPA1B;HSPA1A
regulation of gene expression (GO:0010468)	79/1079	7.542031506120595E-16	1.7675289551129765E-13	0	0	3.128637339055794	108.94187378400756	APP;GSK3B;TRRAP;PRDM1;CLU;ACTG1;CDH1;SNRNP70;SUFU;KHSRP;ANXA7;EP300;HRAS;NCOA2;MAP2K2;FBXW7;SERPINB9;TICAM1;ATP1B1;RUNX3;TGFBR1;HCFC1;SAP30;RUNX1;THAP1;DNM2;TAPBP;SFPQ;TRAF3;DDIT3;MAPT;HOXB7;HDAC5;ROCK1;YTHDC1;TGFBRAP1;CREM;PIK3R3;LARP1;MTA1;IFI16;STC2;UBR5;ABL1;MBIP;LYN;TFAP2A;NFYA;NFYB;VDR;STAT3;FN1;RAB27A;WWP2;ESRRG;ESR1;ACVR2B;PML;NFKB2;HNRNPL;DRAP1;PER1;HNRNPK;SON;PTPRC;CDK6;BCL6;SP1;FUBP1;TADA3;REL;HNRNPD;ATM;KRAS;HSPA1B;LIMS1;HSPA1A;NFE2L2;TAF1
positive regulation of apoptotic process (GO:0043065)	39/310	1.5917160944446227E-15	3.4816136705818713E-13	0	0	5.456120648163004	185.9116566684043	FAF1;ITSN1;HTRA2;CLU;FOXO1;ING4;CASP9;GNA13;ING5;PNMA1;C1QBP;MCF2L;TP53BP2;ABL1;CASP2;RPS27A;BARD1;TFAP2A;ARHGEF11;BNIP3L;KLF11;PRMT2;BAD;TNFRSF10A;TPD52L1;TGFBR1;DNM2;BACE1;DNAJA1;TIAM1;BCL6;ERCC3;DDIT3;TRAF6;ATM;SOS1;UBA52;PPID;ARHGEF6
negative regulation of apoptotic process (GO:0043066)	47/485	4.685133316463691E-14	9.607451507073356E-12	0	0	4.097664631127249	125.76469074829632	GSK3B;HDAC3;SHC1;HSPB1;NOL3;EGFR;FOXO1;IGF1R;IKBKB;RPS6KA3;CCND2;QARS1;IRAK1;AKT2;CFL1;BAG1;RPS6KA1;CASP2;RPS27A;PAK2;SNX6;BARD1;TFAP2A;BNIP3L;NPM1;CBX4;HSPA5;RIPK2;PLK1;NME2;SERPINB9;YWHAZ;DNAJA1;NFKBIA;DAB2;SFPQ;HNRNPK;COPS5;SON;AXL;TRAF6;ERCC5;UBA52;CRYAB;HSPA1B;CD44;HSPA1A
protein modification by small protein removal (GO:0070646)	34/276	2.012610399733217E-13	3.8843380714851086E-11	0	0	5.282479662305316	154.4289276083616	TRRAP;PTEN;TNFAIP3;ATXN3;PSMD4;EP300;PSMF1;SKP2;RPS27A;BARD1;USP7;USP4;MCRS1;TAF10;ACTL6A;RAD23A;ESR1;TGFBR1;HCFC1;SMAD7;NFKBIA;CCNA2;COPS3;PSMA3;COPS5;TRAF3;TNIP2;COPS2;TRAF6;PSMC2;TADA3;MDM2;UBA52;OGT
cellular protein modification process (GO:0006464)	71/1025	4.004143540321509E-13	7.283715057133727E-11	0	0	2.9048708966908157	82.92324781048853	APP;GSK3B;PTPRS;MAST2;UBE2D3;PTEN;UBE2L6;PRSS23;PTPRF;IKBKB;PSMD4;AKT2;CHEK1;NEK1;ELOC;JAK2;BTRC;SKP2;RAB2A;IGFBP5;PARP1;FBXW7;RUNX3;YWHAZ;NRBP1;TGFBR1;TGFBR2;PSMA3;MAPKAPK2;SGK1;UBA52;ROCK1;EPAS1;CUL3;CUL1;AURKB;GRK2;IRAK1;STC2;SPP1;ABL1;PSMF1;RBBP7;PAK2;PAK4;LYN;GOLM1;MCRS1;PLK1;FN1;EIF2AK2;WWP2;PTPN12;ACVR2B;CDK9;CUL4A;MAPK10;COPS3;PTPRC;CDK6;COPS5;PTPRA;COPS2;PSMC2;ATM;KBTBD7;CDK14;RAB5A;CDK16;FGFR1;TAF1
cellular response to DNA damage stimulus (GO:0006974)	38/350	4.2179392284529357E-13	7.283715057133727E-11	0	0	4.598657259899864	131.03533347443678	CCNK;TRRAP;XPA;HTRA2;XPC;ASH2L;TANK;FOXO1;CASP9;TRIM28;CHEK1;UBR5;ABL1;RBBP8;CASP2;MTREX;TP53BP1;TOPBP1;UBQLN4;BARD1;LYN;UPF1;NPM1;PARP1;CBX3;AKTIP;CBX1;TNFRSF1B;APTX;PML;CUL4A;BCL6;ERCC3;DDIT3;APEX1;MAPKAPK2;ATM;TAF1
transcription by RNA polymerase II (GO:0006366)	36/320	6.156418527096956E-13	1.0099604593702557E-10	0	0	4.774315836077368	134.23519403630908	GTF2A1;HDAC5;CCNK;DDX5;HDAC3;THRA;GTF2B;MLLT3;RXRA;TAF1C;POLR2C;ELOC;POU2F1;PARP1;TSC22D1;NFYA;VDR;TAF10;TAF11;ESRRG;SUPT5H;GTF2F2;ESR1;NRBP1;CDK9;DRAP1;SNW1;NCOR1;MAF;ERCC3;SP1;COPS2;TAF7;TAF6;TAF4;TAF1
protein deubiquitination (GO:0016579)	32/267	2.2155143132825627E-12	3.4614773628000423E-10	0	0	5.101737796026709	136.90787106201648	TRRAP;PTEN;TNFAIP3;ATXN3;PSMD4;EP300;PSMF1;SKP2;RPS27A;BARD1;USP7;USP4;MCRS1;TAF10;ACTL6A;RAD23A;ESR1;TGFBR1;HCFC1;SMAD7;NFKBIA;CCNA2;PSMA3;COPS5;TRAF3;TNIP2;TRAF6;PSMC2;TADA3;MDM2;UBA52;OGT
transcription, DNA-templated (GO:0006351)	29/221	2.5050984128458582E-12	3.736012678430573E-10	0	0	5.63859617248062	150.6220890454895	GTF3C1;GTF2A1;CCNK;DDX5;THRA;GTF2B;MLLT3;TAF1B;TAF1C;POLR2C;ELOC;MEF2A;PARP1;TSC22D1;NFYA;TAF10;TAF11;SUPT5H;GTF2F2;THAP1;CDK9;DRAP1;MAF;ERCC3;COPS2;TAF7;TAF6;TAF4;TAF1
positive regulation of programmed cell death (GO:0043068)	33/286	2.8770909437364434E-12	4.104232776695335E-10	0	0	4.891813858695652	129.99624246876914	FAF1;ITSN1;HTRA2;CLU;FOXO1;ING4;CASP9;GNA13;ING5;PNMA1;C1QBP;MCF2L;ABL1;CASP2;RPS27A;BARD1;ARHGEF11;BNIP3L;KLF11;PRMT2;BAD;TNFRSF10A;DNM2;DNAJA1;TIAM1;BCL6;ERCC3;TRAF6;ATM;SOS1;UBA52;PPID;ARHGEF6
DNA-templated transcription, initiation (GO:0006352)	25/168	4.99580541455235E-12	6.829682318810943E-10	0	0	6.492738031199569	168.95677205225886	GTF3C1;GTF2A1;HDAC5;HDAC3;THRA;GTF2B;RXRA;TAF1B;TAF1C;POLR2C;VDR;TAF10;TAF11;ESRRG;GTF2F2;ESR1;NRBP1;CDK9;SNW1;NCOR1;ERCC3;TAF7;TAF6;TAF4;TAF1
protein phosphorylation (GO:0006468)	44/496	6.424342798084735E-12	8.431307488206407E-10	0	0	3.6923144860721036	95.1543662641833	DDR1;APP;GSK3B;ROCK1;MAST2;EGFR;AURKB;IGF1R;IKBKB;RPS6KA3;GRK2;EEF2K;IRAK1;AKT2;CHEK1;RPS6KA1;ABL1;NEK1;JAK2;PAK2;PAK4;LYN;PLK1;EIF2AK2;RUNX3;YWHAZ;ACVR2B;NRBP1;TGFBR1;SMAD7;TGFBR2;CDK9;CCNA2;MAPK10;CDK6;COPS2;ABI1;MAPKAPK2;ATM;SGK1;CDK14;CDK16;FGFR1;TAF1
regulation of mRNA stability (GO:0043488)	23/146	1.0784801027358263E-11	1.36095892964471E-9	0	0	6.925147182506308	174.8799335331759	NPM1;ROCK1;HNRNPU;HSPB1;YWHAZ;PSMA3;LARP1;XPO1;PSMD4;KHSRP;EXOSC9;APEX1;MAPKAPK2;EXOSC8;PSMC2;SERBP1;HNRNPD;PSMF1;VIM;RPS27A;UBA52;EXOSC2;HSPA1A
regulation of cell population proliferation (GO:0042127)	56/764	1.7436017950373043E-11	2.118799070191628E-9	0	0	3.032338567120724	75.11855576208268	APP;TES;CD81;PTEN;ASH2L;IRS2;CLU;IGF1R;ING4;ING5;CCND2;AKT2;JAK2;HRAS;KLF11;RBFOX2;TSC1;GAB2;TGFBR1;RUNX1;TGFBR2;TIAM1;RNF126;CD47;SGK1;CTBP2;SHC1;CUL3;EGFR;SERTAD1;STX4;HES1;LYN;TFAP2A;STAT5B;TCF7L2;NPM1;CDKN2A;VDR;STAT3;FN1;EIF2AK2;NAP1L1;CDC6;PML;CDK6;BCL6;DNAJA3;DLG5;ABI1;MDM2;KRAS;HSPA1B;LIMS1;HSPA1A;FGFR1
cytokine-mediated signaling pathway (GO:0019221)	49/621	2.7032515189038752E-11	3.1676315119727195E-9	0	0	3.2612896176404242	79.36015863954927	CSF3R;IRS2;ICAM1;IKBKB;PSMD4;CFL1;GRB10;JAK2;BTRC;B2M;APPL1;RIPK2;FOS;GAB2;TNFRSF1B;YWHAZ;PSMA3;TRAF3;IRF4;TRAF6;SOS1;UBA52;CRK;CD44;IFNAR1;SHC1;CUL1;FOXO1;RAP1B;CDC42;IRAK1;INPP5D;STX4;TNFRSF14;PSMF1;RPS27A;PAK2;STAT5B;POU2F1;STAT3;FN1;PML;NFKBIA;CD4;BCL6;TNIP2;PSMC2;VIM;LIMS1
regulation of mRNA splicing, via spliceosome (GO:0048024)	18/90	3.196980883656007E-11	3.4976643697373366E-9	0	0	9.194971537001898	222.20778902851325	DDX17;KHDRBS1;DDX5;RBFOX2;KHDRBS3;YTHDC1;HNRNPU;QKI;HNRNPL;HNRNPK;SNW1;SON;C1QBP;NCL;SRSF3;SRSF4;NUP98;HNRNPA1
transcription initiation from RNA polymerase II promoter (GO:0006367)	22/140	3.198108232006099E-11	3.4976643697373366E-9	0	0	6.893314320899634	166.5829830056489	GTF2A1;HDAC5;HDAC3;THRA;VDR;GTF2B;TAF10;TAF11;ESRRG;GTF2F2;ESR1;NRBP1;CDK9;SNW1;NCOR1;RXRA;ERCC3;POLR2C;TAF7;TAF6;TAF4;TAF1
cellular response to cytokine stimulus (GO:0071345)	42/482	3.49642613169546E-11	3.700572302610582E-9	0	0	3.608485450930779	86.88040246416155	GSK3B;CSF3R;SHC1;HNRNPU;HTRA2;TANK;FOXO1;ICAM1;IKBKB;SYNCRIP;IFI16;IRAK1;INPP5D;KHSRP;GRB10;STX4;JAK2;RPS27A;UPF1;STAT5B;POU2F1;STAT3;FN1;FOS;PTPN12;GAB2;TNFRSF1B;YWHAZ;CDK9;CD4;BCL6;AXL;IRF4;TRAF6;CD47;VIM;SOS1;UBA52;CRK;GAPDH;IFNAR1;NFE2L2
phosphorylation (GO:0016310)	37/400	9.902406579980662E-11	1.0153061246536423E-8	0	0	3.83074119867248	88.24364492997947	APP;GSK3B;ROCK1;MAST2;PIK3CG;AURKB;IKBKB;GRK2;IRAK1;CHEK1;ABL1;NEK1;JAK2;PAK2;PAK4;LYN;TNK2;PLK1;STAT3;EIF2AK2;RUNX3;YWHAZ;ACVR2B;NRBP1;TGFBR1;TGFBR2;CDK9;MAPK10;CDK6;COPS2;MAPKAPK2;ATM;SGK1;CDK14;CDK16;FGFR1;TAF1
regulation of mRNA catabolic process (GO:0061013)	20/122	1.1529577496654387E-10	1.1463195080764558E-8	0	0	7.228011204481793	165.40234136602186	UPF1;HSPB1;YWHAZ;PSMA3;XPO1;PSMD4;KHSRP;EXOSC9;APEX1;MAPKAPK2;EXOSC8;PSMC2;SERBP1;HNRNPD;PSMF1;VIM;RPS27A;UBA52;EXOSC2;HSPA1A
positive regulation of intracellular signal transduction (GO:1902533)	44/546	1.497588468825918E-10	1.4451728724170107E-8	0	0	3.3158066337444634	75.01016043631331	APP;HDAC3;HIP1;ROCK1;SHC1;IRS2;PIK3R2;TXN;EGFR;PIK3CG;IGF1R;IKBKB;IRAK1;CASP10;AKT2;C1QBP;EP300;JAK2;HRAS;LYN;TCF7L2;RIPK2;BAD;FN1;GAB1;EIF2AK2;GAB2;TICAM1;ESR1;TGFBR1;FKBP1A;CD4;PTPRC;AXL;TNIP2;DDIT3;TRAF6;DLG5;TRIP6;REL;S100A4;GAPDH;LIMS1;FGFR1
regulation of cell cycle (GO:0051726)	31/296	1.5959138674089882E-10	1.4960552568482546E-8	0	0	4.367447323985023	98.52264293084205	HNRNPU;HTRA2;ING4;AKT2;CHEK1;TP53BP2;ABL1;EP300;SKP2;HRAS;BARD1;TCF7L2;CDKN2A;PLK1;STAT3;TSC1;RAD23A;RUNX3;SND1;TGFBR1;PML;HCFC1;THAP1;CDK9;CDK6;PTPRC;SON;MDM2;ATM;TAF6;EIF4G2
regulation of signal transduction by p53 class mediator (GO:1901796)	22/156	2.7817844955132673E-10	2.5352874804941748E-8	0	0	6.065209326217859	133.4513348637522	BARD1;MBD3;USP7;TAF10;TAF11;PRDM1;AURKB;PML;ING5;CHEK1;TP53BP2;MDM2;RBBP8;EP300;TAF7;ATM;TAF6;TOPBP1;RBBP7;SGK1;TAF4;TAF1
histone H4 acetylation (GO:0043967)	13/48	3.1935968887412523E-10	2.831943619448662E-8	0	0	13.558539205155746	296.4534341500728	KMT2A;TRRAP;MCRS1;ACTL6A;JADE1;HCFC1;ING4;ING5;PER1;KANSL1;TADA3;EP300;OGT
positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)	16/79	3.283380505258019E-10	2.834939852039884E-8	0	0	9.309928886488432	203.30070665675	GSK3B;FBXW7;PLK1;PTEN;AXIN1;RAD23A;CLU;SMAD7;DAB2;RNF19A;SUMO2;MDM2;STUB1;HSPA1B;HSPA1A;TAF1
positive regulation of gene expression (GO:0010628)	40/482	4.480987560141014E-10	3.769774406364786E-8	0	0	3.4071950181443484	73.34330541325856	APP;GSK3B;DDX5;ROCK1;PIK3R3;CLU;EGFR;PIK3CG;ACTG1;IFI16;TAF1B;TAF1C;UBR5;MBIP;EP300;TFAP2A;NPM1;MAP2K2;VDR;STAT3;FN1;EIF2AK2;RAB27A;SERPINB9;TICAM1;TGFBR1;HCFC1;SP1;FUBP1;TADA3;HNRNPD;EIF3E;ATM;KRAS;VIM;GAPDH;HSPA1B;HSPA1A;LIMS1;NFE2L2
